% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	avrgSinrPerRb
3536	0	8	10	0	16	133	1	0	1	121.892
3536	0	9	2	0	16	133	1	0	1	121.892
3536	0	9	3	0	16	133	1	0	1	479.364
3536	0	9	6	0	16	133	1	0	1	225.623
3536	0	9	8	0	16	133	1	0	1	46.1354
3536	0	9	10	0	16	133	1	0	1	72.4241
3536	0	10	2	0	16	133	1	0	1	72.4241
3536	0	10	3	0	16	133	1	0	1	225.623
3536	0	10	6	0	16	133	1	0	1	121.892
3536	0	10	8	0	16	133	1	0	1	30.9944
3536	0	10	10	0	16	133	1	0	1	46.1354
3544	0	6	2	0	16	133	2	0	1	1266.5
3544	0	6	3	0	16	133	2	0	1	51752
3544	0	6	6	0	16	133	2	0	1	4980.76
3544	0	6	8	0	16	133	2	0	1	225.623
3544	0	6	10	0	16	133	2	0	1	479.364
3544	0	7	2	0	16	133	2	0	1	479.364
3544	0	7	3	0	16	133	2	0	1	4980.76
3544	0	7	6	0	16	133	2	0	1	1266.5
3544	0	7	8	0	16	133	2	0	1	121.892
3544	0	7	10	0	16	133	2	0	1	225.623
3544	0	8	2	0	16	133	2	0	1	225.623
3544	0	8	3	0	16	133	2	0	1	1266.5
3544	0	8	6	0	16	133	2	0	1	479.364
3544	0	8	8	0	16	133	2	0	1	72.4241
3544	0	8	10	0	16	133	2	0	1	121.892
3544	0	9	2	0	16	133	2	0	1	121.892
3544	0	9	3	0	16	133	2	0	1	479.364
3544	0	9	6	0	16	133	2	0	1	225.623
3544	0	9	8	0	16	133	2	0	1	46.1354
3544	0	9	10	0	16	133	2	0	1	72.4241
3544	0	10	2	0	16	133	2	0	1	72.4241
3544	0	10	3	0	16	133	2	0	1	225.623
3544	0	10	6	0	16	133	2	0	1	121.892
3544	0	10	8	0	16	133	2	0	1	30.9944
3544	0	10	10	0	16	133	2	0	1	46.1354
3552	0	6	2	0	16	133	3	0	1	1266.5
3552	0	6	3	0	16	133	3	0	1	51752
3552	0	6	6	0	16	133	3	0	1	4980.76
3552	0	6	8	0	16	133	3	0	1	225.623
3552	0	6	10	0	16	133	3	0	1	479.364
3552	0	7	2	0	16	133	3	0	1	479.364
3552	0	7	3	0	16	133	3	0	1	4980.76
3552	0	7	6	0	16	133	3	0	1	1266.5
3552	0	7	8	0	16	133	3	0	1	121.892
3552	0	7	10	0	16	133	3	0	1	225.623
3552	0	8	2	0	16	133	3	0	1	225.623
3552	0	8	3	0	16	133	3	0	1	1266.5
3552	0	8	6	0	16	133	3	0	1	479.364
3552	0	8	8	0	16	133	3	0	1	72.4241
3552	0	8	10	0	16	133	3	0	1	121.892
3552	0	9	2	0	16	133	3	0	1	121.892
3552	0	9	3	0	16	133	3	0	1	479.364
3552	0	9	6	0	16	133	3	0	1	225.623
3552	0	9	8	0	16	133	3	0	1	46.1354
3552	0	9	10	0	16	133	3	0	1	72.4241
3552	0	10	2	0	16	133	3	0	1	72.4241
3552	0	10	3	0	16	133	3	0	1	225.623
3552	0	10	6	0	16	133	3	0	1	121.892
3552	0	10	8	0	16	133	3	0	1	30.9944
3552	0	10	10	0	16	133	3	0	1	46.1354
3648	0	6	2	0	16	133	0	1	1	1266.5
3648	0	6	3	0	16	133	0	1	1	51752
3648	0	6	6	0	16	133	0	1	1	4980.76
3648	0	6	8	0	16	133	0	1	1	225.623
3648	0	6	10	0	16	133	0	1	1	479.364
3648	0	7	2	0	16	133	0	1	1	479.364
3648	0	7	3	0	16	133	0	1	1	4980.76
3648	0	7	6	0	16	133	0	1	1	1266.5
3648	0	7	8	0	16	133	0	1	1	121.892
3648	0	7	10	0	16	133	0	1	1	225.623
3648	0	8	2	0	16	133	0	1	1	225.623
3648	0	8	3	0	16	133	0	1	1	1266.5
3648	0	8	6	0	16	133	0	1	1	479.364
3648	0	8	8	0	16	133	0	1	1	72.4241
3648	0	8	10	0	16	133	0	1	1	121.892
3648	0	9	2	0	16	133	0	1	1	121.892
3648	0	9	3	0	16	133	0	1	1	479.364
3648	0	9	6	0	16	133	0	1	1	225.623
3648	0	9	8	0	16	133	0	1	1	46.1354
3648	0	9	10	0	16	133	0	1	1	72.4241
3648	0	10	2	0	16	133	0	1	1	72.4241
3648	0	10	3	0	16	133	0	1	1	225.623
3648	0	10	6	0	16	133	0	1	1	121.892
3648	0	10	8	0	16	133	0	1	1	30.9944
3648	0	10	10	0	16	133	0	1	1	46.1354
3656	0	6	2	0	16	133	1	0	1	1266.5
3656	0	6	3	0	16	133	1	0	1	51752
3656	0	6	6	0	16	133	1	0	1	4980.76
3656	0	6	8	0	16	133	1	0	1	225.623
3656	0	6	10	0	16	133	1	0	1	479.364
3656	0	7	2	0	16	133	1	0	1	479.364
3656	0	7	3	0	16	133	1	0	1	4980.76
3656	0	7	6	0	16	133	1	0	1	1266.5
3656	0	7	8	0	16	133	1	0	1	121.892
3656	0	7	10	0	16	133	1	0	1	225.623
3656	0	8	2	0	16	133	1	0	1	225.623
3656	0	8	3	0	16	133	1	0	1	1266.5
3656	0	8	6	0	16	133	1	0	1	479.364
3656	0	8	8	0	16	133	1	0	1	72.4241
3656	0	8	10	0	16	133	1	0	1	121.892
3656	0	9	2	0	16	133	1	0	1	121.892
3656	0	9	3	0	16	133	1	0	1	479.364
3656	0	9	6	0	16	133	1	0	1	225.623
3656	0	9	8	0	16	133	1	0	1	46.1354
3656	0	9	10	0	16	133	1	0	1	72.4241
3656	0	10	2	0	16	133	1	0	1	72.4241
3656	0	10	3	0	16	133	1	0	1	225.623
3656	0	10	6	0	16	133	1	0	1	121.892
3656	0	10	8	0	16	133	1	0	1	30.9944
3656	0	10	10	0	16	133	1	0	1	46.1354
3664	0	6	2	0	16	133	2	0	1	1266.5
3664	0	6	3	0	16	133	2	0	1	51752
3664	0	6	6	0	16	133	2	0	1	4980.76
3664	0	6	8	0	16	133	2	0	1	225.623
3664	0	6	10	0	16	133	2	0	1	479.364
3664	0	7	2	0	16	133	2	0	1	479.364
3664	0	7	3	0	16	133	2	0	1	4980.76
3664	0	7	6	0	16	133	2	0	1	1266.5
3664	0	7	8	0	16	133	2	0	1	121.892
3664	0	7	10	0	16	133	2	0	1	225.623
3664	0	8	2	0	16	133	2	0	1	225.623
3664	0	8	3	0	16	133	2	0	1	1266.5
3664	0	8	6	0	16	133	2	0	1	479.364
3664	0	8	8	0	16	133	2	0	1	72.4241
3664	0	8	10	0	16	133	2	0	1	121.892
3664	0	9	2	0	16	133	2	0	1	121.892
3664	0	9	3	0	16	133	2	0	1	479.364
3664	0	9	6	0	16	133	2	0	1	225.623
3664	0	9	8	0	16	133	2	0	1	46.1354
3664	0	9	10	0	16	133	2	0	1	72.4241
3664	0	10	2	0	16	133	2	0	1	72.4241
3664	0	10	3	0	16	133	2	0	1	225.623
3664	0	10	6	0	16	133	2	0	1	121.892
3664	0	10	8	0	16	133	2	0	1	30.9944
3664	0	10	10	0	16	133	2	0	1	46.1354
3672	0	6	2	0	16	133	3	0	1	1266.5
3672	0	6	3	0	16	133	3	0	1	51752
3672	0	6	6	0	16	133	3	0	1	4980.76
3672	0	6	8	0	16	133	3	0	1	225.623
3672	0	6	10	0	16	133	3	0	1	479.364
3672	0	7	2	0	16	133	3	0	1	479.364
3672	0	7	3	0	16	133	3	0	1	4980.76
3672	0	7	6	0	16	133	3	0	1	1266.5
3672	0	7	8	0	16	133	3	0	1	121.892
3672	0	7	10	0	16	133	3	0	1	225.623
3672	0	8	2	0	16	133	3	0	1	225.623
3672	0	8	3	0	16	133	3	0	1	1266.5
3672	0	8	6	0	16	133	3	0	1	479.364
3672	0	8	8	0	16	133	3	0	1	72.4241
3672	0	8	10	0	16	133	3	0	1	121.892
3672	0	9	2	0	16	133	3	0	1	121.892
3672	0	9	3	0	16	133	3	0	1	479.364
3672	0	9	6	0	16	133	3	0	1	225.623
3672	0	9	8	0	16	133	3	0	1	46.1354
3672	0	9	10	0	16	133	3	0	1	72.4241
3672	0	10	2	0	16	133	3	0	1	72.4241
3672	0	10	3	0	16	133	3	0	1	225.623
3672	0	10	6	0	16	133	3	0	1	121.892
3672	0	10	8	0	16	133	3	0	1	30.9944
3672	0	10	10	0	16	133	3	0	1	46.1354
3728	0	6	2	0	16	133	0	1	1	1266.5
3728	0	6	3	0	16	133	0	1	1	51752
3728	0	6	6	0	16	133	0	1	1	4980.76
3728	0	6	8	0	16	133	0	1	1	225.623
3728	0	6	10	0	16	133	0	1	1	479.364
3728	0	7	2	0	16	133	0	1	1	479.364
3728	0	7	3	0	16	133	0	1	1	4980.76
3728	0	7	6	0	16	133	0	1	1	1266.5
3728	0	7	8	0	16	133	0	1	1	121.892
3728	0	7	10	0	16	133	0	1	1	225.623
3728	0	8	2	0	16	133	0	1	1	225.623
3728	0	8	3	0	16	133	0	1	1	1266.5
3728	0	8	6	0	16	133	0	1	1	479.364
3728	0	8	8	0	16	133	0	1	1	72.4241
3728	0	8	10	0	16	133	0	1	1	121.892
3728	0	9	2	0	16	133	0	1	1	121.892
3728	0	9	3	0	16	133	0	1	1	479.364
3728	0	9	6	0	16	133	0	1	1	225.623
3728	0	9	8	0	16	133	0	1	1	46.1354
3728	0	9	10	0	16	133	0	1	1	72.4241
3728	0	10	2	0	16	133	0	1	1	72.4241
3728	0	10	3	0	16	133	0	1	1	225.623
3728	0	10	6	0	16	133	0	1	1	121.892
3728	0	10	8	0	16	133	0	1	1	30.9944
3728	0	10	10	0	16	133	0	1	1	46.1354
3736	0	6	2	0	16	133	1	0	1	1266.5
3736	0	6	3	0	16	133	1	0	1	51752
3736	0	6	6	0	16	133	1	0	1	4980.76
3736	0	6	8	0	16	133	1	0	1	225.623
3736	0	6	10	0	16	133	1	0	1	479.364
3736	0	7	2	0	16	133	1	0	1	479.364
3736	0	7	3	0	16	133	1	0	1	4980.76
3736	0	7	6	0	16	133	1	0	1	1266.5
3736	0	7	8	0	16	133	1	0	1	121.892
3736	0	7	10	0	16	133	1	0	1	225.623
3736	0	8	2	0	16	133	1	0	1	225.623
3736	0	8	3	0	16	133	1	0	1	1266.5
3736	0	8	6	0	16	133	1	0	1	479.364
3736	0	8	8	0	16	133	1	0	1	72.4241
3736	0	8	10	0	16	133	1	0	1	121.892
3736	0	9	2	0	16	133	1	0	1	121.892
3736	0	9	3	0	16	133	1	0	1	479.364
3736	0	9	6	0	16	133	1	0	1	225.623
3736	0	9	8	0	16	133	1	0	1	46.1354
3736	0	9	10	0	16	133	1	0	1	72.4241
3736	0	10	2	0	16	133	1	0	1	72.4241
3736	0	10	3	0	16	133	1	0	1	225.623
3736	0	10	6	0	16	133	1	0	1	121.892
3736	0	10	8	0	16	133	1	0	1	30.9944
3736	0	10	10	0	16	133	1	0	1	46.1354
3744	0	6	2	0	16	133	2	0	1	1266.5
3744	0	6	3	0	16	133	2	0	1	51752
3744	0	6	6	0	16	133	2	0	1	4980.76
3744	0	6	8	0	16	133	2	0	1	225.623
3744	0	6	10	0	16	133	2	0	1	479.364
3744	0	7	2	0	16	133	2	0	1	479.364
3744	0	7	3	0	16	133	2	0	1	4980.76
3744	0	7	6	0	16	133	2	0	1	1266.5
3744	0	7	8	0	16	133	2	0	1	121.892
3744	0	7	10	0	16	133	2	0	1	225.623
3744	0	8	2	0	16	133	2	0	1	225.623
3744	0	8	3	0	16	133	2	0	1	1266.5
3744	0	8	6	0	16	133	2	0	1	479.364
3744	0	8	8	0	16	133	2	0	1	72.4241
3744	0	8	10	0	16	133	2	0	1	121.892
3744	0	9	2	0	16	133	2	0	1	121.892
3744	0	9	3	0	16	133	2	0	1	479.364
3744	0	9	6	0	16	133	2	0	1	225.623
3744	0	9	8	0	16	133	2	0	1	46.1354
3744	0	9	10	0	16	133	2	0	1	72.4241
3744	0	10	2	0	16	133	2	0	1	72.4241
3744	0	10	3	0	16	133	2	0	1	225.623
3744	0	10	6	0	16	133	2	0	1	121.892
3744	0	10	8	0	16	133	2	0	1	30.9944
3744	0	10	10	0	16	133	2	0	1	46.1354
3752	0	6	2	0	16	133	3	0	1	1266.5
3752	0	6	3	0	16	133	3	0	1	51752
3752	0	6	6	0	16	133	3	0	1	4980.76
3752	0	6	8	0	16	133	3	0	1	225.623
3752	0	6	10	0	16	133	3	0	1	479.364
3752	0	7	2	0	16	133	3	0	1	479.364
3752	0	7	3	0	16	133	3	0	1	4980.76
3752	0	7	6	0	16	133	3	0	1	1266.5
3752	0	7	8	0	16	133	3	0	1	121.892
3752	0	7	10	0	16	133	3	0	1	225.623
3752	0	8	2	0	16	133	3	0	1	225.623
3752	0	8	3	0	16	133	3	0	1	1266.5
3752	0	8	6	0	16	133	3	0	1	479.364
3752	0	8	8	0	16	133	3	0	1	72.4241
3752	0	8	10	0	16	133	3	0	1	121.892
3752	0	9	2	0	16	133	3	0	1	121.892
3752	0	9	3	0	16	133	3	0	1	479.364
3752	0	9	6	0	16	133	3	0	1	225.623
3752	0	9	8	0	16	133	3	0	1	46.1354
3752	0	9	10	0	16	133	3	0	1	72.4241
3752	0	10	2	0	16	133	3	0	1	72.4241
3752	0	10	3	0	16	133	3	0	1	225.623
3752	0	10	6	0	16	133	3	0	1	121.892
3752	0	10	8	0	16	133	3	0	1	30.9944
3752	0	10	10	0	16	133	3	0	1	46.1354
3848	0	6	2	0	16	133	0	1	1	1266.5
3848	0	6	3	0	16	133	0	1	1	51752
3848	0	6	6	0	16	133	0	1	1	4980.76
3848	0	6	8	0	16	133	0	1	1	225.623
3848	0	6	10	0	16	133	0	1	1	479.364
3848	0	7	2	0	16	133	0	1	1	479.364
3848	0	7	3	0	16	133	0	1	1	4980.76
3848	0	7	6	0	16	133	0	1	1	1266.5
3848	0	7	8	0	16	133	0	1	1	121.892
3848	0	7	10	0	16	133	0	1	1	225.623
3848	0	8	2	0	16	133	0	1	1	225.623
3848	0	8	3	0	16	133	0	1	1	1266.5
3848	0	8	6	0	16	133	0	1	1	479.364
3848	0	8	8	0	16	133	0	1	1	72.4241
3848	0	8	10	0	16	133	0	1	1	121.892
3848	0	9	2	0	16	133	0	1	1	121.892
3848	0	9	3	0	16	133	0	1	1	479.364
3848	0	9	6	0	16	133	0	1	1	225.623
3848	0	9	8	0	16	133	0	1	1	46.1354
3848	0	9	10	0	16	133	0	1	1	72.4241
3848	0	10	2	0	16	133	0	1	1	72.4241
3848	0	10	3	0	16	133	0	1	1	225.623
3848	0	10	6	0	16	133	0	1	1	121.892
3848	0	10	8	0	16	133	0	1	1	30.9944
3848	0	10	10	0	16	133	0	1	1	46.1354
3856	0	6	2	0	16	133	1	0	1	1266.5
3856	0	6	3	0	16	133	1	0	1	51752
3856	0	6	6	0	16	133	1	0	1	4980.76
3856	0	6	8	0	16	133	1	0	1	225.623
3856	0	6	10	0	16	133	1	0	1	479.364
3856	0	7	2	0	16	133	1	0	1	479.364
3856	0	7	3	0	16	133	1	0	1	4980.76
3856	0	7	6	0	16	133	1	0	1	1266.5
3856	0	7	8	0	16	133	1	0	1	121.892
3856	0	7	10	0	16	133	1	0	1	225.623
3856	0	8	2	0	16	133	1	0	1	225.623
3856	0	8	3	0	16	133	1	0	1	1266.5
3856	0	8	6	0	16	133	1	0	1	479.364
3856	0	8	8	0	16	133	1	0	1	72.4241
3856	0	8	10	0	16	133	1	0	1	121.892
3856	0	9	2	0	16	133	1	0	1	121.892
3856	0	9	3	0	16	133	1	0	1	479.364
3856	0	9	6	0	16	133	1	0	1	225.623
3856	0	9	8	0	16	133	1	0	1	46.1354
3856	0	9	10	0	16	133	1	0	1	72.4241
3856	0	10	2	0	16	133	1	0	1	72.4241
3856	0	10	3	0	16	133	1	0	1	225.623
3856	0	10	6	0	16	133	1	0	1	121.892
3856	0	10	8	0	16	133	1	0	1	30.9944
3856	0	10	10	0	16	133	1	0	1	46.1354
3864	0	6	2	0	16	133	2	0	1	1266.5
3864	0	6	3	0	16	133	2	0	1	51752
3864	0	6	6	0	16	133	2	0	1	4980.76
3864	0	6	8	0	16	133	2	0	1	225.623
3864	0	6	10	0	16	133	2	0	1	479.364
3864	0	7	2	0	16	133	2	0	1	479.364
3864	0	7	3	0	16	133	2	0	1	4980.76
3864	0	7	6	0	16	133	2	0	1	1266.5
3864	0	7	8	0	16	133	2	0	1	121.892
3864	0	7	10	0	16	133	2	0	1	225.623
3864	0	8	2	0	16	133	2	0	1	225.623
3864	0	8	3	0	16	133	2	0	1	1266.5
3864	0	8	6	0	16	133	2	0	1	479.364
3864	0	8	8	0	16	133	2	0	1	72.4241
3864	0	8	10	0	16	133	2	0	1	121.892
3864	0	9	2	0	16	133	2	0	1	121.892
3864	0	9	3	0	16	133	2	0	1	479.364
3864	0	9	6	0	16	133	2	0	1	225.623
3864	0	9	8	0	16	133	2	0	1	46.1354
3864	0	9	10	0	16	133	2	0	1	72.4241
3864	0	10	2	0	16	133	2	0	1	72.4241
3864	0	10	3	0	16	133	2	0	1	225.623
3864	0	10	6	0	16	133	2	0	1	121.892
3864	0	10	8	0	16	133	2	0	1	30.9944
3864	0	10	10	0	16	133	2	0	1	46.1354
3872	0	6	2	0	16	133	3	0	1	1266.5
3872	0	6	3	0	16	133	3	0	1	51752
3872	0	6	6	0	16	133	3	0	1	4980.76
3872	0	6	8	0	16	133	3	0	1	225.623
3872	0	6	10	0	16	133	3	0	1	479.364
3872	0	7	2	0	16	133	3	0	1	479.364
3872	0	7	3	0	16	133	3	0	1	4980.76
3872	0	7	6	0	16	133	3	0	1	1266.5
3872	0	7	8	0	16	133	3	0	1	121.892
3872	0	7	10	0	16	133	3	0	1	225.623
3872	0	8	2	0	16	133	3	0	1	225.623
3872	0	8	3	0	16	133	3	0	1	1266.5
3872	0	8	6	0	16	133	3	0	1	479.364
3872	0	8	8	0	16	133	3	0	1	72.4241
3872	0	8	10	0	16	133	3	0	1	121.892
3872	0	9	2	0	16	133	3	0	1	121.892
3872	0	9	3	0	16	133	3	0	1	479.364
3872	0	9	6	0	16	133	3	0	1	225.623
3872	0	9	8	0	16	133	3	0	1	46.1354
3872	0	9	10	0	16	133	3	0	1	72.4241
3872	0	10	2	0	16	133	3	0	1	72.4241
3872	0	10	3	0	16	133	3	0	1	225.623
3872	0	10	6	0	16	133	3	0	1	121.892
3872	0	10	8	0	16	133	3	0	1	30.9944
3872	0	10	10	0	16	133	3	0	1	46.1354
3928	0	6	2	0	16	133	0	1	1	1266.5
3928	0	6	3	0	16	133	0	1	1	51752
3928	0	6	6	0	16	133	0	1	1	4980.76
3928	0	6	8	0	16	133	0	1	1	225.623
3928	0	6	10	0	16	133	0	1	1	479.364
3928	0	7	2	0	16	133	0	1	1	479.364
3928	0	7	3	0	16	133	0	1	1	4980.76
3928	0	7	6	0	16	133	0	1	1	1266.5
3928	0	7	8	0	16	133	0	1	1	121.892
3928	0	7	10	0	16	133	0	1	1	225.623
3928	0	8	2	0	16	133	0	1	1	225.623
3928	0	8	3	0	16	133	0	1	1	1266.5
3928	0	8	6	0	16	133	0	1	1	479.364
3928	0	8	8	0	16	133	0	1	1	72.4241
3928	0	8	10	0	16	133	0	1	1	121.892
3928	0	9	2	0	16	133	0	1	1	121.892
3928	0	9	3	0	16	133	0	1	1	479.364
3928	0	9	6	0	16	133	0	1	1	225.623
3928	0	9	8	0	16	133	0	1	1	46.1354
3928	0	9	10	0	16	133	0	1	1	72.4241
3928	0	10	2	0	16	133	0	1	1	72.4241
3928	0	10	3	0	16	133	0	1	1	225.623
3928	0	10	6	0	16	133	0	1	1	121.892
3928	0	10	8	0	16	133	0	1	1	30.9944
3928	0	10	10	0	16	133	0	1	1	46.1354
3936	0	6	2	0	16	133	1	0	1	1266.5
3936	0	6	3	0	16	133	1	0	1	51752
3936	0	6	6	0	16	133	1	0	1	4980.76
3936	0	6	8	0	16	133	1	0	1	225.623
3936	0	6	10	0	16	133	1	0	1	479.364
3936	0	7	2	0	16	133	1	0	1	479.364
3936	0	7	3	0	16	133	1	0	1	4980.76
3936	0	7	6	0	16	133	1	0	1	1266.5
3936	0	7	8	0	16	133	1	0	1	121.892
3936	0	7	10	0	16	133	1	0	1	225.623
3936	0	8	2	0	16	133	1	0	1	225.623
3936	0	8	3	0	16	133	1	0	1	1266.5
3936	0	8	6	0	16	133	1	0	1	479.364
3936	0	8	8	0	16	133	1	0	1	72.4241
3936	0	8	10	0	16	133	1	0	1	121.892
3936	0	9	2	0	16	133	1	0	1	121.892
3936	0	9	3	0	16	133	1	0	1	479.364
3936	0	9	6	0	16	133	1	0	1	225.623
3936	0	9	8	0	16	133	1	0	1	46.1354
3936	0	9	10	0	16	133	1	0	1	72.4241
3936	0	10	2	0	16	133	1	0	1	72.4241
3936	0	10	3	0	16	133	1	0	1	225.623
3936	0	10	6	0	16	133	1	0	1	121.892
3936	0	10	8	0	16	133	1	0	1	30.9944
3936	0	10	10	0	16	133	1	0	1	46.1354
3944	0	6	2	0	16	133	2	0	1	1266.5
3944	0	6	3	0	16	133	2	0	1	51752
3944	0	6	6	0	16	133	2	0	1	4980.76
3944	0	6	8	0	16	133	2	0	1	225.623
3944	0	6	10	0	16	133	2	0	1	479.364
3944	0	7	2	0	16	133	2	0	1	479.364
3944	0	7	3	0	16	133	2	0	1	4980.76
3944	0	7	6	0	16	133	2	0	1	1266.5
3944	0	7	8	0	16	133	2	0	1	121.892
3944	0	7	10	0	16	133	2	0	1	225.623
3944	0	8	2	0	16	133	2	0	1	225.623
3944	0	8	3	0	16	133	2	0	1	1266.5
3944	0	8	6	0	16	133	2	0	1	479.364
3944	0	8	8	0	16	133	2	0	1	72.4241
3944	0	8	10	0	16	133	2	0	1	121.892
3944	0	9	2	0	16	133	2	0	1	121.892
3944	0	9	3	0	16	133	2	0	1	479.364
3944	0	9	6	0	16	133	2	0	1	225.623
3944	0	9	8	0	16	133	2	0	1	46.1354
3944	0	9	10	0	16	133	2	0	1	72.4241
3944	0	10	2	0	16	133	2	0	1	72.4241
3944	0	10	3	0	16	133	2	0	1	225.623
3944	0	10	6	0	16	133	2	0	1	121.892
3944	0	10	8	0	16	133	2	0	1	30.9944
3944	0	10	10	0	16	133	2	0	1	46.1354
3952	0	6	2	0	16	133	3	0	1	1266.5
3952	0	6	3	0	16	133	3	0	1	51752
3952	0	6	6	0	16	133	3	0	1	4980.76
3952	0	6	8	0	16	133	3	0	1	225.623
3952	0	6	10	0	16	133	3	0	1	479.364
3952	0	7	2	0	16	133	3	0	1	479.364
3952	0	7	3	0	16	133	3	0	1	4980.76
3952	0	7	6	0	16	133	3	0	1	1266.5
3952	0	7	8	0	16	133	3	0	1	121.892
3952	0	7	10	0	16	133	3	0	1	225.623
3952	0	8	2	0	16	133	3	0	1	225.623
3952	0	8	3	0	16	133	3	0	1	1266.5
3952	0	8	6	0	16	133	3	0	1	479.364
3952	0	8	8	0	16	133	3	0	1	72.4241
3952	0	8	10	0	16	133	3	0	1	121.892
3952	0	9	2	0	16	133	3	0	1	121.892
3952	0	9	3	0	16	133	3	0	1	479.364
3952	0	9	6	0	16	133	3	0	1	225.623
3952	0	9	8	0	16	133	3	0	1	46.1354
3952	0	9	10	0	16	133	3	0	1	72.4241
3952	0	10	2	0	16	133	3	0	1	72.4241
3952	0	10	3	0	16	133	3	0	1	225.623
3952	0	10	6	0	16	133	3	0	1	121.892
3952	0	10	8	0	16	133	3	0	1	30.9944
3952	0	10	10	0	16	133	3	0	1	46.1354
4048	0	6	2	0	16	133	0	1	1	1266.5
4048	0	6	3	0	16	133	0	1	1	51752
4048	0	6	6	0	16	133	0	1	1	4980.76
4048	0	6	8	0	16	133	0	1	1	225.623
4048	0	6	10	0	16	133	0	1	1	479.364
4048	0	7	2	0	16	133	0	1	1	479.364
4048	0	7	3	0	16	133	0	1	1	4980.76
4048	0	7	6	0	16	133	0	1	1	1266.5
4048	0	7	8	0	16	133	0	1	1	121.892
4048	0	7	10	0	16	133	0	1	1	225.623
4048	0	8	2	0	16	133	0	1	1	225.623
4048	0	8	3	0	16	133	0	1	1	1266.5
4048	0	8	6	0	16	133	0	1	1	479.364
4048	0	8	8	0	16	133	0	1	1	72.4241
4048	0	8	10	0	16	133	0	1	1	121.892
4048	0	9	2	0	16	133	0	1	1	121.892
4048	0	9	3	0	16	133	0	1	1	479.364
4048	0	9	6	0	16	133	0	1	1	225.623
4048	0	9	8	0	16	133	0	1	1	46.1354
4048	0	9	10	0	16	133	0	1	1	72.4241
4048	0	10	2	0	16	133	0	1	1	72.4241
4048	0	10	3	0	16	133	0	1	1	225.623
4048	0	10	6	0	16	133	0	1	1	121.892
4048	0	10	8	0	16	133	0	1	1	30.9944
4048	0	10	10	0	16	133	0	1	1	46.1354
4056	0	6	2	0	16	133	1	0	1	1266.5
4056	0	6	3	0	16	133	1	0	1	51752
4056	0	6	6	0	16	133	1	0	1	4980.76
4056	0	6	8	0	16	133	1	0	1	225.623
4056	0	6	10	0	16	133	1	0	1	479.364
4056	0	7	2	0	16	133	1	0	1	479.364
4056	0	7	3	0	16	133	1	0	1	4980.76
4056	0	7	6	0	16	133	1	0	1	1266.5
4056	0	7	8	0	16	133	1	0	1	121.892
4056	0	7	10	0	16	133	1	0	1	225.623
4056	0	8	2	0	16	133	1	0	1	225.623
4056	0	8	3	0	16	133	1	0	1	1266.5
4056	0	8	6	0	16	133	1	0	1	479.364
4056	0	8	8	0	16	133	1	0	1	72.4241
4056	0	8	10	0	16	133	1	0	1	121.892
4056	0	9	2	0	16	133	1	0	1	121.892
4056	0	9	3	0	16	133	1	0	1	479.364
4056	0	9	6	0	16	133	1	0	1	225.623
4056	0	9	8	0	16	133	1	0	1	46.1354
4056	0	9	10	0	16	133	1	0	1	72.4241
4056	0	10	2	0	16	133	1	0	1	72.4241
4056	0	10	3	0	16	133	1	0	1	225.623
4056	0	10	6	0	16	133	1	0	1	121.892
4056	0	10	8	0	16	133	1	0	1	30.9944
4056	0	10	10	0	16	133	1	0	1	46.1354
4064	0	6	2	0	16	133	2	0	1	1266.5
4064	0	6	3	0	16	133	2	0	1	51752
4064	0	6	6	0	16	133	2	0	1	4980.76
4064	0	6	8	0	16	133	2	0	1	225.623
4064	0	6	10	0	16	133	2	0	1	479.364
4064	0	7	2	0	16	133	2	0	1	479.364
4064	0	7	3	0	16	133	2	0	1	4980.76
4064	0	7	6	0	16	133	2	0	1	1266.5
4064	0	7	8	0	16	133	2	0	1	121.892
4064	0	7	10	0	16	133	2	0	1	225.623
4064	0	8	2	0	16	133	2	0	1	225.623
4064	0	8	3	0	16	133	2	0	1	1266.5
4064	0	8	6	0	16	133	2	0	1	479.364
4064	0	8	8	0	16	133	2	0	1	72.4241
4064	0	8	10	0	16	133	2	0	1	121.892
4064	0	9	2	0	16	133	2	0	1	121.892
4064	0	9	3	0	16	133	2	0	1	479.364
4064	0	9	6	0	16	133	2	0	1	225.623
4064	0	9	8	0	16	133	2	0	1	46.1354
4064	0	9	10	0	16	133	2	0	1	72.4241
4064	0	10	2	0	16	133	2	0	1	72.4241
4064	0	10	3	0	16	133	2	0	1	225.623
4064	0	10	6	0	16	133	2	0	1	121.892
4064	0	10	8	0	16	133	2	0	1	30.9944
4064	0	10	10	0	16	133	2	0	1	46.1354
4072	0	6	2	0	16	133	3	0	1	1266.5
4072	0	6	3	0	16	133	3	0	1	51752
4072	0	6	6	0	16	133	3	0	1	4980.76
4072	0	6	8	0	16	133	3	0	1	225.623
4072	0	6	10	0	16	133	3	0	1	479.364
4072	0	7	2	0	16	133	3	0	1	479.364
4072	0	7	3	0	16	133	3	0	1	4980.76
4072	0	7	6	0	16	133	3	0	1	1266.5
4072	0	7	8	0	16	133	3	0	1	121.892
4072	0	7	10	0	16	133	3	0	1	225.623
4072	0	8	2	0	16	133	3	0	1	225.623
4072	0	8	3	0	16	133	3	0	1	1266.5
4072	0	8	6	0	16	133	3	0	1	479.364
